Name,Power,Engine,Power_to_Weight_Ratio
Renault Scala RxL AT,99.6,1498.0,0.0664886515353805
Land Rover Freelander 2 HSE SD4,187.74,2179.0,0.08615878843506196
Maruti Alto 800 VXI,47.3,796.0,0.059422110552763814
Toyota Etios G,88.73,1496.0,0.05931149732620321
Hyundai i20 Sportz Option,80.0,1197.0,0.06683375104427736
Hyundai i10 Sportz,78.9,1197.0,0.06591478696741855
Maruti Swift VDI BSIV,74.0,1248.0,0.05929487179487179
Hyundai EON Magna Plus,55.2,814.0,0.06781326781326781
BMW 3 Series 320d,190.0,1995.0,0.09523809523809523
Tata Indigo XL Classic Dicor,70.0,1396.0,0.050143266475644696
Maruti Alto 800 LXI,47.3,796.0,0.059422110552763814
Volkswagen Polo Diesel Highline 1.2L,73.9,1199.0,0.06163469557964971
Toyota Corolla Altis VL AT,138.03,1798.0,0.0767686318131257
Hyundai Santro Xing GLS,62.1,1086.0,0.057182320441988954
Maruti Swift ZXI,81.8,1197.0,0.0683375104427736
Renault Scala Diesel RxL,84.8,1461.0,0.05804243668720054
Maruti Vitara Brezza ZDi Plus,88.5,1248.0,0.07091346153846154
Nissan Micra XV,75.0,1198.0,0.06260434056761269
Ford Figo Diesel EXI,68.05,1399.0,0.04864188706218728
Honda CR-V 2.0 AT,141.1,1997.0,0.07065598397596394
Nissan Terrano XV 110 PS,108.5,1461.0,0.07426420260095824
Toyota Etios Liva 1.2 G,78.9,1197.0,0.06591478696741855
Hyundai i20 Asta 1.4 CRDi,88.76,1396.0,0.06358166189111748
Ford Figo Aspire 1.2 Ti-VCT Ambiente,86.8,1196.0,0.0725752508361204
Mitsubishi Pajero 2.8 GLX CRZ,107.2,2835.0,0.03781305114638448
Audi A4 2.0 TDI 177 Bhp Premium Plus,174.33,1968.0,0.08858231707317074
Toyota Innova 2.0 E,132.0,1998.0,0.06606606606606606
Chevrolet Aveo U-VA 1.2 LS,74.9,1150.0,0.0651304347826087
Hyundai Getz GLS,83.0,1341.0,0.061894108873974646
Honda Amaze S i-Dtech,98.6,1498.0,0.06582109479305741
Ford Ecosport 1.5 DV5 MT Titanium Optional,89.84,1498.0,0.05997329773030708
Volkswagen CrossPolo 1.5 TDI,88.5,1498.0,0.059078771695594126
Hyundai Elite i20 Petrol Sportz,81.86,1197.0,0.0683876357560568
Toyota Innova 2.5 V Diesel 8-seater,102.0,2494.0,0.0408981555733761
Mercedes-Benz M-Class ML 250 CDI,203.2,2143.0,0.09482034531031264
Maruti Wagon R LX BSIII,64.0,1061.0,0.060320452403393024
Ford Endeavour 2.2 Trend AT 4X2,158.0,2198.0,0.0718835304822566
Hyundai Elite i20 Petrol Sportz,81.86,1197.0,0.0683876357560568
Honda WRV i-VTEC VX,88.7,1199.0,0.07397831526271893
Volkswagen Polo Petrol Highline 1.2L,73.9,1198.0,0.06168614357262104
Honda CR-V 2.0L 2WD MT,153.86,1997.0,0.0770455683525288
Hyundai Grand i10 1.2 Kappa Asta,81.86,1197.0,0.0683876357560568
Maruti Swift Dzire VXI,85.8,1197.0,0.07167919799498747
BMW 5 Series 2003-2012 530d,258.0,2993.0,0.08620113598396258
Ford Ecosport 1.5 DV5 MT Ambiente,89.84,1498.0,0.05997329773030708
Honda City i DTec V,98.6,1498.0,0.06582109479305741
Tata Indigo LS,70.0,1405.0,0.0498220640569395
Renault Duster 110PS Diesel RxL,108.45,1461.0,0.0742299794661191
Hyundai i10 Sportz,78.9,1197.0,0.06591478696741855
Honda Jazz 1.2 SV i VTEC,88.7,1199.0,0.07397831526271893
Maruti SX4 S Cross DDiS 200 Zeta,88.5,1248.0,0.07091346153846154
Honda Accord VTi-L MT,144.0,2354.0,0.06117247238742566
Volkswagen Polo Petrol Comfortline 1.2L,73.9,1198.0,0.06168614357262104
Maruti Ritz VDi,73.9,1248.0,0.059214743589743594
Honda Amaze S Petrol,88.76,1199.0,0.07402835696413679
Hyundai i20 1.2 Asta Option,81.83,1197.0,0.06836257309941521
Renault Duster 85PS Diesel RxL,83.8,1461.0,0.05735797399041752
Hyundai Grand i10 Magna,82.0,1197.0,0.06850459482038429
BMW 3 Series 320d Highline,181.0,1995.0,0.09072681704260652
Ford Ecosport 1.5 DV5 MT Trend,89.84,1498.0,0.05997329773030708
Volkswagen Vento 1.5 TDI Highline AT,108.5,1498.0,0.07242990654205607
Honda Accord 2.4 AT,177.6,2354.0,0.07544604927782497
Chevrolet Aveo 1.4,92.7,1399.0,0.06626161543959971
Volkswagen Polo 1.2 MPI Highline Plus,74.0,1199.0,0.061718098415346125
Mahindra Xylo D4 BS III,93.7,2489.0,0.037645640819606266
Hyundai i10 Magna AT,80.0,1197.0,0.06683375104427736
Mahindra XUV500 W8 4WD,140.0,2179.0,0.06424965580541533
Hyundai Elantra CRDi SX,126.24,1582.0,0.07979772439949431
Volkswagen Passat 1.8 TSI MT,160.0,1798.0,0.08898776418242492
Hyundai Grand i10 1.2 Kappa Sportz,81.86,1197.0,0.0683876357560568
Hyundai i20 Asta Option 1.2,81.83,1197.0,0.06836257309941521
Chevrolet Enjoy TCDi LS 8 Seater,73.8,1248.0,0.05913461538461538
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,103.6,1598.0,0.06483103879849812
Hyundai Creta 1.6 CRDi SX,126.2,1582.0,0.0797724399494311
Chevrolet Beat Diesel PS,57.6,936.0,0.06153846153846154
Toyota Fortuner 3.0 Diesel,171.0,2982.0,0.05734406438631791
Hyundai i20 Sportz Option 1.2,81.83,1197.0,0.06836257309941521
Audi Q7 3.0 TDI quattro,241.4,2967.0,0.08136164475901585
Porsche Panamera Diesel,300.0,2967.0,0.10111223458038422
Honda City i VTEC VX,117.3,1497.0,0.0783567134268537
Mahindra Quanto C4,100.0,1493.0,0.06697923643670463
Audi A4 2.0 TDI Multitronic,140.0,1968.0,0.07113821138211382
Hyundai Sonata Transform 2.4 GDi AT,198.25,2359.0,0.08403984739296312
Hyundai Verna 1.6 SX,126.32,1582.0,0.07984829329962073
Maruti Wagon R LXI BS IV,67.1,998.0,0.06723446893787574
Maruti Ertiga SHVS ZDI Plus,88.5,1248.0,0.07091346153846154
Hyundai Xcent 1.1 CRDi S Option,71.01,1120.0,0.06340178571428572
Maruti Swift VDI,74.0,1248.0,0.05929487179487179
Mahindra XUV500 W6 2WD,140.0,2179.0,0.06424965580541533
BMW 5 Series 520d Luxury Line,190.0,1995.0,0.09523809523809523
Toyota Corolla Altis 1.8 G,138.03,1798.0,0.0767686318131257
Hyundai i20 Asta 1.4 CRDi,88.73,1396.0,0.06356017191977077
Mahindra KUV 100 mFALCON G80 K2,82.0,1198.0,0.06844741235392321
Maruti Alto 800 2016-2019 LXI,47.3,796.0,0.059422110552763814
Fiat Punto EVO 1.2 Emotion,67.0,1172.0,0.05716723549488054
Maruti Wagon R VXI BS IV,67.1,998.0,0.06723446893787574
Mitsubishi Pajero 4X4 LHD,118.6,2835.0,0.0418342151675485
Honda Brio EX MT,86.8,1198.0,0.07245409015025041
Hyundai i20 Asta Option 1.4 CRDi,88.73,1396.0,0.06356017191977077
Hyundai Creta 1.6 SX Plus Petrol Automatic,121.3,1591.0,0.07624135763670647
Honda Amaze S i-VTEC,86.7,1198.0,0.07237061769616027
Mahindra KUV 100 mFALCON G80 K6 Plus,82.0,1198.0,0.06844741235392321
Honda City i-VTEC CVT VX,117.3,1497.0,0.0783567134268537
Mahindra XUV500 AT W10 FWD,140.0,2179.0,0.06424965580541533
Mercedes-Benz New C-Class 220 CDI AT,170.0,2143.0,0.07932804479701354
Renault Duster 110PS Diesel RxZ AMT,108.45,1461.0,0.0742299794661191
Volkswagen Polo 1.2 MPI Comfortline,74.0,1198.0,0.06176961602671119
BMW 5 Series 520d Sedan,98.6,1497.0,0.06586506346025384
Mercedes-Benz S Class 2005 2013 S 350 CDI,282.0,2987.0,0.09440910612654838
Hyundai Santro GLS II - Euro II,98.6,1497.0,0.06586506346025384
Jaguar XJ 3.0L Premium Luxury,271.23,2993.0,0.09062145005011694
Maruti Swift VDI,74.0,1248.0,0.05929487179487179
Honda Amaze S i-Dtech,98.6,1498.0,0.06582109479305741
BMW 3 Series 320d Highline,181.0,1995.0,0.09072681704260652
Hyundai Verna 1.4 EX,88.7,1396.0,0.06353868194842408
Toyota Fortuner 4x2 4 Speed AT,169.0,2982.0,0.05667337357478203
Maruti Swift VXI,85.8,1197.0,0.07167919799498747
Chevrolet Beat LS,79.4,1199.0,0.06622185154295246
Hyundai Grand i10 Asta Option AT,82.0,1197.0,0.06850459482038429
Ford Figo Petrol ZXI,70.0,1196.0,0.05852842809364549
Maruti Swift VXI BSIII,88.2,1298.0,0.0679506933744222
Audi A4 35 TDI Premium,174.33,1968.0,0.08858231707317074
Honda City V MT,116.3,1497.0,0.07768871075484302
Honda Jazz V,88.7,1199.0,0.07397831526271893
Volkswagen Polo 1.5 TDI Highline,88.8,1498.0,0.05927903871829105
Nissan Terrano XL D Option,83.14,1461.0,0.056906228610540725
Land Rover Discovery Sport SD4 HSE Luxury 7S,187.7,2179.0,0.08614043139054611
Hyundai i20 Magna Optional 1.2,82.9,1197.0,0.06925647451963242
Honda City 1.5 E MT,118.0,1497.0,0.0788243152972612
Mahindra XUV500 W10 AWD,140.0,2179.0,0.06424965580541533
Jeep Compass 2.0 Limited Option 4X4,170.0,1956.0,0.0869120654396728
Mahindra XUV500 W10 AWD,140.0,2179.0,0.06424965580541533
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,120.0,2179.0,0.05507113354749885
Datsun GO Plus T,67.0,1198.0,0.055926544240400666
Mahindra Scorpio S6 Plus 7 Seater,120.0,2179.0,0.05507113354749885
Honda Amaze S AT i-Vtech,86.7,1198.0,0.07237061769616027
Honda City i-DTEC ZX,98.6,1498.0,0.06582109479305741
Tata Indigo GLE,65.0,1396.0,0.04656160458452722
Hyundai Grand i10 1.2 CRDi Sportz,73.97,1186.0,0.062369308600337264
Hyundai Verna 1.4 CX VTVT,105.5,1396.0,0.0755730659025788
Toyota Innova Crysta 2.4 VX MT,147.8,2393.0,0.06176347680735479
BMW X1 sDrive20d,184.0,1995.0,0.09223057644110276
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,138.03,1968.0,0.07013719512195123
Ford Figo Diesel ZXI,68.05,1399.0,0.04864188706218728
Mahindra Ssangyong Rexton RX7,184.0,2696.0,0.06824925816023739
Volkswagen Vento Petrol Highline,103.6,1598.0,0.06483103879849812
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,103.52,1598.0,0.06478097622027534
Volkswagen Polo Petrol Comfortline 1.2L,73.9,1198.0,0.06168614357262104
Maruti S Cross DDiS 200 Delta,88.5,1248.0,0.07091346153846154
Toyota Corolla Altis G,138.1,1798.0,0.0768075639599555
Maruti Ertiga ZDI,88.8,1248.0,0.07115384615384615
Hyundai i10 Asta Sunroof AT,80.0,1197.0,0.06683375104427736
Mercedes-Benz CLA 200 CDI Sport,136.0,2143.0,0.06346243583761083
Honda City ZX VTEC,100.0,1497.0,0.06680026720106881
Mahindra KUV 100 G80 K8,82.0,1198.0,0.06844741235392321
Toyota Fortuner 3.0 Diesel,171.0,2982.0,0.05734406438631791
Honda City 1.5 V MT,118.0,1497.0,0.0788243152972612
Audi A6 35 TDI Matrix,187.74,1968.0,0.09539634146341464
Ford Figo Diesel ZXI,68.05,1399.0,0.04864188706218728
Mercedes-Benz GLA Class 200 CDI,136.0,2143.0,0.06346243583761083
Chevrolet Aveo U-VA 1.2 LS,74.9,1150.0,0.0651304347826087
Ford Figo 2015-2019 1.5D Titanium MT,99.0,1498.0,0.06608811748998665
Hyundai Elantra CRDi SX AT,126.2,1582.0,0.0797724399494311
Maruti Baleno Zeta CVT,83.1,1197.0,0.06942355889724311
Maruti Swift LXi BSIV,85.0,1197.0,0.07101086048454469
Mercedes-Benz CLS-Class 2006-2010 350 CDI,271.72,3498.0,0.07767867352773014
BMW 3 Series Luxury Line,190.0,1995.0,0.09523809523809523
Maruti Dzire AMT ZDI Plus,73.75,1248.0,0.05909455128205128
Hyundai Verna 1.6 SX VTVT,121.3,1591.0,0.07624135763670647
Jeep Compass 2.0 Longitude,170.0,1956.0,0.0869120654396728
Hyundai Sonata Embera 2.0L CRDi AT,142.0,1991.0,0.07132094424912104
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,108.5,1497.0,0.07247828991315965
Hyundai EON Era Plus,55.2,814.0,0.06781326781326781
BMW 5 Series 2013-2017 530d M Sport,258.0,2993.0,0.08620113598396258
Maruti Ertiga VDI,88.76,1248.0,0.07112179487179487
Honda Amaze E i-Vtech,86.7,1198.0,0.07237061769616027
Ford Fiesta 1.4 Duratec ZXI,68.0,1388.0,0.04899135446685879
Honda Civic 2006-2010 1.8 V MT,130.0,1799.0,0.07226236798221233
Maruti Ertiga ZDI,88.8,1248.0,0.07115384615384615
Hyundai Grand i10 CRDi Sportz,70.0,1120.0,0.0625
Hyundai Xcent 1.2 VTVT E Plus,81.86,1197.0,0.0683876357560568
Hyundai i10 Era,68.05,1086.0,0.06266114180478821
Honda Amaze S i-Vtech,86.7,1198.0,0.07237061769616027
Audi A6 2.7 TDI,179.5,2698.0,0.06653076352853966
Hyundai i10 Magna 1.2 iTech SE,78.9,1197.0,0.06591478696741855
Renault KWID RXT Optional,53.3,799.0,0.06670838548185232
Audi A4 New 2.0 TDI Multitronic,140.8,1968.0,0.07154471544715447
Maruti Alto 800 LXI Airbag,47.3,796.0,0.059422110552763814
Honda City i VTEC VX Option,117.3,1497.0,0.0783567134268537
Mercedes-Benz New C-Class C250 Avantgarde,186.0,1796.0,0.10356347438752785
Audi Q5 3.0 TDI Quattro Technology,241.4,2967.0,0.08136164475901585
Volkswagen Polo 1.2 MPI Comfortline,74.0,1199.0,0.061718098415346125
Hyundai Creta 1.4 E Plus Diesel,88.7,1396.0,0.06353868194842408
Honda City 1.5 V MT,118.0,1497.0,0.0788243152972612
Honda City 1.5 S MT,118.0,1497.0,0.0788243152972612
Maruti S Cross DDiS 320 Alpha,118.0,1598.0,0.07384230287859825
Maruti SX4 Vxi BSIV,103.2,1586.0,0.06506935687263557
Maruti Swift Dzire VDI,74.0,1248.0,0.05929487179487179
Maruti Ertiga ZDI,88.8,1248.0,0.07115384615384615
Hyundai i20 1.2 Spotz,81.83,1197.0,0.06836257309941521
Hyundai Grand i10 CRDi Magna,70.0,1120.0,0.0625
Honda City i VTEC SV,117.3,1497.0,0.0783567134268537
Skoda Rapid 1.6 TDI Elegance,103.5,1598.0,0.06476846057571965
Mercedes-Benz E-Class E270 CDI,198.5,2987.0,0.06645463675929025
Hyundai Santa Fe 4WD AT,194.3,2199.0,0.08835834470213734
Maruti Alto LXi,46.3,796.0,0.05816582914572864
ISUZU D-MAX V-Cross 4X4,134.0,2499.0,0.053621448579431776
Hyundai Verna 1.4 CRDi GL,88.7,1396.0,0.06353868194842408
Ford Figo Diesel ZXI,68.0,1399.0,0.04860614724803431
Honda City 1.5 S MT,118.0,1497.0,0.0788243152972612
Hyundai Verna 1.6 CRDi S,126.2,1582.0,0.0797724399494311
Hyundai Creta 1.6 SX Plus Petrol Automatic,121.3,1591.0,0.07624135763670647
Ford Ecosport 1.5 DV5 MT Titanium,89.84,1498.0,0.05997329773030708
BMW X6 xDrive30d,241.0,2993.0,0.08052121617106582
BMW 5 Series 2013-2017 520d Luxury Line,190.0,1995.0,0.09523809523809523
Ford Figo Aspire 1.5 TDCi Ambiente,99.0,1498.0,0.06608811748998665
Hyundai Verna VTVT 1.6 AT EX,121.3,1591.0,0.07624135763670647
Ford Ikon 1.4 TDCi DuraTorq,68.0,1399.0,0.04860614724803431
Audi A6 2011-2015 2.0 TDI,174.33,1968.0,0.08858231707317074
Hyundai i20 2015-2017 Sportz AT 1.4,98.6,1396.0,0.07063037249283667
Toyota Fortuner 2.8 4WD MT,174.5,2755.0,0.0633393829401089
Renault KWID RXT,53.3,799.0,0.06670838548185232
Chevrolet Spark 1.0 LT,62.0,995.0,0.062311557788944726
Hyundai Verna Transform VTVT,103.2,1599.0,0.06454033771106941
BMW 3 Series 320d Sport Line,184.0,1995.0,0.09223057644110276
Maruti Swift Dzire VDI,74.0,1248.0,0.05929487179487179
Hyundai Xcent 1.2 CRDi E Plus,73.97,1186.0,0.062369308600337264
Honda Jazz V CVT,88.7,1199.0,0.07397831526271893
Tata Indigo LS,70.0,1405.0,0.0498220640569395
Ford Fiesta Classic 1.4 Duratorq CLXI,67.0,1399.0,0.04789135096497498
Maruti S-Cross Alpha DDiS 200 SH,88.5,1248.0,0.07091346153846154
Maruti SX4 Zxi with Leather BSIII,104.68,1586.0,0.06600252206809584
Maruti Baleno Zeta Automatic,83.1,1197.0,0.06942355889724311
Maruti Ritz LDi,73.94,1248.0,0.05924679487179487
Hyundai Elantra CRDi SX AT,126.24,1582.0,0.07979772439949431
Chevrolet Spark 1.0 LT,62.1,995.0,0.06241206030150754
Hyundai i20 1.2 Spotz,81.83,1197.0,0.06836257309941521
Hyundai Xcent 1.1 CRDi Base,71.0,1120.0,0.06339285714285714
Honda Jazz 1.2 V CVT i VTEC,88.7,1199.0,0.07397831526271893
Honda Brio S MT,86.8,1198.0,0.07245409015025041
Mercedes-Benz E-Class E250 CDI Avantgrade,201.1,2143.0,0.09384041063929072
Tata Hexa XT,153.86,2179.0,0.07061037173015146
Hyundai Xcent 1.1 CRDi Base,71.0,1120.0,0.06339285714285714
Ford Ecosport 1.5 DV5 MT Titanium Optional,89.84,1498.0,0.05997329773030708
Tata Nano XTA,37.48,624.0,0.06006410256410256
Honda Brio VX,86.8,1198.0,0.07245409015025041
Maruti Ertiga SHVS ZDI Plus,88.5,1248.0,0.07091346153846154
Hyundai i10 Sportz 1.2,78.9,1197.0,0.06591478696741855
Mahindra XUV500 W10 2WD,140.0,2179.0,0.06424965580541533
Volkswagen Vento Diesel Highline,103.6,1598.0,0.06483103879849812
Tata Safari Storme 2012-2015 VX,138.1,2179.0,0.06337769619091325
Honda Accord 2.4 Elegance M/T,180.0,2354.0,0.07646559048428207
Maruti Eeco 7 Seater Standard,73.0,1196.0,0.061036789297658864
Maruti Swift VDI,74.0,1248.0,0.05929487179487179
Maruti Baleno Zeta Automatic,83.1,1197.0,0.06942355889724311
Mahindra XUV500 W8 2WD,140.0,2179.0,0.06424965580541533
Hyundai Xcent 1.2 Kappa S,82.0,1197.0,0.06850459482038429
Mercedes-Benz New C-Class C 220 CDI Style,167.62,2143.0,0.07821745216985534
Skoda Superb 1.8 TSI MT,160.0,1798.0,0.08898776418242492
Volkswagen CrossPolo 1.5 TDI,88.73,1498.0,0.05923230974632844
Maruti Ignis 1.2 Delta,81.8,1197.0,0.0683375104427736
Maruti Swift VDI BSIV,74.0,1248.0,0.05929487179487179
Honda City i VTEC VX Option,117.3,1497.0,0.0783567134268537
BMW 5 Series 530d Highline Sedan,235.0,2993.0,0.07851653859004344
Skoda Laura Ambiente,106.0,1896.0,0.05590717299578059
Volkswagen Polo GT TSI,103.5,1197.0,0.08646616541353383
Renault Duster 85PS Diesel RxL,83.8,1461.0,0.05735797399041752
Honda City 1.5 S AT,118.0,1497.0,0.0788243152972612
Volkswagen Vento Diesel Highline,103.6,1598.0,0.06483103879849812
Hyundai Grand i10 Sportz,82.0,1197.0,0.06850459482038429
Ford Fiesta 1.4 ZXi Duratec,68.0,1388.0,0.04899135446685879
Hyundai Xcent 1.1 CRDi S,71.0,1120.0,0.06339285714285714
Honda Amaze VX i-DTEC,98.6,1498.0,0.06582109479305741
Honda City i VTEC CVT VX,117.3,1497.0,0.0783567134268537
Renault Fluence 1.5,108.5,1461.0,0.07426420260095824
BMW 5 Series 520d Luxury Line,190.0,1995.0,0.09523809523809523
Maruti SX4 ZXI MT BSIV,103.3,1586.0,0.06513240857503153
Honda City ZX CVT,78.0,1497.0,0.052104208416833664
Volkswagen Ameo 1.2 MPI Comfortline,73.75,1198.0,0.061560934891485806
Volkswagen Ameo 1.2 MPI Comfortline,73.75,1198.0,0.061560934891485806
Audi A4 2.0 TDI Multitronic,140.0,1968.0,0.07113821138211382
Maruti Wagon R VXI,67.1,998.0,0.06723446893787574
Hyundai Verna SX CRDi AT,126.32,1582.0,0.07984829329962073
Mercedes-Benz GLC 220d 4MATIC Style,170.0,2143.0,0.07932804479701354
BMW 3 Series Luxury Line,190.0,1995.0,0.09523809523809523
Honda Mobilio V Option i DTEC,98.6,1498.0,0.06582109479305741
Hyundai Creta 1.6 CRDi AT SX Plus,126.2,1582.0,0.0797724399494311
Honda City 1.5 S MT,118.0,1497.0,0.0788243152972612
Ford Fiesta 1.4 TDCi EXI,68.0,1399.0,0.04860614724803431
Maruti Swift Dzire LDI,74.0,1248.0,0.05929487179487179
Mercedes-Benz E-Class E250 CDI Launch Edition,204.0,2143.0,0.09519365375641624
Chevrolet Captiva LT,147.9,1991.0,0.07428427925665496
Toyota Innova 2.5 V Diesel 7-seater,102.0,2494.0,0.0408981555733761
Mahindra Quanto C8,100.0,1493.0,0.06697923643670463
Honda City i VTEC V,117.3,1497.0,0.0783567134268537
Audi A4 2.0 TDI 177 Bhp Premium Plus,174.33,1968.0,0.08858231707317074
Volkswagen Polo Diesel Comfortline 1.2L,73.9,1199.0,0.06163469557964971
Ford EcoSport 1.5 Petrol Titanium Plus AT,121.36,1497.0,0.08106880427521711
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,100.0,2494.0,0.040096230954290296
Honda City 1.5 EXI,100.0,1493.0,0.06697923643670463
Maruti Alto 800 2016-2019 LXI Optional,47.3,796.0,0.059422110552763814
Mercedes-Benz M-Class ML 320 CDI,224.34,2987.0,0.07510545698024775
Maruti Swift Dzire LDI,74.0,1248.0,0.05929487179487179
Maruti Vitara Brezza ZDi Plus Dual Tone,88.5,1248.0,0.07091346153846154
Volvo S60 D5 Summum,215.0,2400.0,0.08958333333333333
Toyota Fortuner 4x2 AT,168.5,2982.0,0.05650570087189805
Hyundai i20 Sportz Option Diesel,90.0,1396.0,0.06446991404011461
Audi A4 35 TDI Premium,174.33,1968.0,0.08858231707317074
Nissan Terrano XV D Pre,108.5,1461.0,0.07426420260095824
Maruti Celerio ZXI AMT,67.04,998.0,0.06717434869739479
Hyundai i10 Sportz AT,78.9,1197.0,0.06591478696741855
BMW 3 Series 320d,190.0,1995.0,0.09523809523809523
Hyundai Grand i10 Sportz,82.0,1197.0,0.06850459482038429
Hyundai Grand i10 Asta Option AT,82.0,1197.0,0.06850459482038429
Hyundai Grand i10 1.2 Kappa Sportz,81.86,1197.0,0.0683876357560568
Volkswagen Polo 1.2 MPI Comfortline,74.0,1198.0,0.06176961602671119
Honda City ZX EXi,78.0,1497.0,0.052104208416833664
Mercedes-Benz GLA Class 200 CDI,136.0,2143.0,0.06346243583761083
Maruti Omni 8 Seater BSIV,35.0,796.0,0.04396984924623116
Hyundai Verna 1.6 SX VTVT AT,121.3,1591.0,0.07624135763670647
Maruti Alto 800 LXI,47.3,796.0,0.059422110552763814
Maruti Vitara Brezza ZDi Plus Dual Tone,88.5,1248.0,0.07091346153846154
Mahindra XUV500 W8 2WD,140.0,2179.0,0.06424965580541533
Maruti Vitara Brezza ZDi,88.5,1248.0,0.07091346153846154
Hyundai i20 1.2 Spotz,81.83,1197.0,0.06836257309941521
Mercedes-Benz E-Class 250 D W 210,157.7,1796.0,0.08780623608017817
Maruti Alto LXi,46.3,796.0,0.05816582914572864
Honda Amaze S i-Vtech,86.7,1198.0,0.07237061769616027
Land Rover Range Rover Sport HSE,255.0,2993.0,0.08519879719345139
Hyundai Grand i10 CRDi Magna,70.0,1120.0,0.0625
Honda Civic 2006-2010 1.8 S MT,130.0,1799.0,0.07226236798221233
Hyundai Grand i10 CRDi Magna,70.0,1120.0,0.0625
Maruti 800 AC Uniq,37.0,796.0,0.04648241206030151
Toyota Etios Liva Diesel,67.1,1364.0,0.04919354838709677
Hyundai i20 Magna 1.4 CRDi,88.73,1396.0,0.06356017191977077
Maruti Alto K10 VXI,67.1,998.0,0.06723446893787574
BMW X1 sDrive20d,184.0,1995.0,0.09223057644110276
Maruti Celerio VXI AT,67.04,998.0,0.06717434869739479
Skoda Superb Elegance 1.8 TSI AT,157.75,1798.0,0.08773637374860957
Mahindra Xylo E4,112.0,2498.0,0.04483586869495596
Mahindra XUV500 W8 2WD,140.0,2179.0,0.06424965580541533
Maruti Swift Dzire VXI,85.8,1197.0,0.07167919799498747
Ford Ecosport 1.0 Ecoboost Platinum Edition,123.24,999.0,0.12336336336336336
Toyota Corolla Altis Diesel D4DG,87.2,1364.0,0.06392961876832845
Hyundai i20 2015-2017 1.2 Magna,80.0,1197.0,0.06683375104427736
Renault Captur 1.5 Diesel Platine Mono,108.45,1461.0,0.0742299794661191
Mercedes-Benz E-Class 280 CDI,198.5,2987.0,0.06645463675929025
Maruti Baleno RS 1.0 Petrol,100.0,998.0,0.10020040080160321
Nissan Sunny 2011-2014 XL AT Special Edition,99.6,1498.0,0.0664886515353805
Hyundai Grand i10 AT Asta,82.0,1197.0,0.06850459482038429
Maruti Ciaz Zeta,103.25,1462.0,0.07062243502051983
Hyundai Xcent 1.2 Kappa S,82.0,1197.0,0.06850459482038429
Hyundai Verna 1.6 SX CRDi (O),126.32,1582.0,0.07984829329962073
Maruti Wagon R VXI 1.2,81.8,1197.0,0.0683375104427736
Hyundai Verna CRDi,110.0,1493.0,0.07367716008037509
Toyota Etios Liva G,78.9,1197.0,0.06591478696741855
Mahindra Xylo E4 ABS BS III,112.0,2498.0,0.04483586869495596
Toyota Etios Liva GD,67.06,1364.0,0.04916422287390029
Mahindra Thar DI 4X4,63.0,2523.0,0.02497027348394768
Nissan X-Trail SLX MT,147.6,1995.0,0.07398496240601503
Toyota Innova Crysta 2.8 ZX AT,171.5,2755.0,0.062250453720508164
Hyundai Creta 1.4 CRDi S,88.7,1396.0,0.06353868194842408
Maruti Swift VDI,74.0,1248.0,0.05929487179487179
Hyundai Verna 1.6 CRDI SX Option,126.2,1582.0,0.0797724399494311
Maruti Alto LXi BSIII,46.3,796.0,0.05816582914572864
Maruti S Cross DDiS 200 Alpha,88.5,1248.0,0.07091346153846154
Hyundai EON Era,55.2,814.0,0.06781326781326781
Nissan Terrano XL,102.5,1598.0,0.06414267834793493
Hyundai EON Era,55.2,814.0,0.06781326781326781
Tata Zest Quadrajet 1.3 XT,88.7,1248.0,0.07107371794871795
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,203.0,2143.0,0.09472701819878675
Audi Q5 2.0 TDI Premium Plus,174.3,1968.0,0.08856707317073172
Ford Fiesta 1.6 ZXi Leather,101.0,1596.0,0.06328320802005012
BMW 3 Series 320d Prestige,184.0,1995.0,0.09223057644110276
Maruti Baleno RS 1.0 Petrol,100.0,998.0,0.10020040080160321
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,203.0,2143.0,0.09472701819878675
Hyundai i10 Sportz 1.2,78.9,1197.0,0.06591478696741855
Hyundai Grand i10 Asta Option,82.0,1197.0,0.06850459482038429
Honda Brio S MT,86.8,1198.0,0.07245409015025041
Hyundai i20 Magna 1.4 CRDi (Diesel),88.76,1396.0,0.06358166189111748
Volkswagen Polo Petrol Highline 1.2L,73.9,1198.0,0.06168614357262104
Honda City 1.5 EXI,100.0,1493.0,0.06697923643670463
Skoda Octavia Ambiente 1.9 TDI,66.0,1896.0,0.03481012658227848
Ford Endeavour 2.5L 4X2,141.0,2499.0,0.056422569027611044
Chevrolet Cruze LTZ,147.9,1991.0,0.07428427925665496
Honda CR-V AT With Sun Roof,98.6,1497.0,0.06586506346025384
Honda Mobilio V i DTEC,98.6,1498.0,0.06582109479305741
Maruti Ertiga VDI,88.76,1248.0,0.07112179487179487
Hyundai Grand i10 Sportz,82.0,1197.0,0.06850459482038429
