Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Power_to_Weight_Ratio
3187,Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,0.06483103879849812
3192,Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.1,0.06781326781326781
3193,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,7.5,0.07979772439949431
3202,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.3,0.05929487179487179
3207,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,0.05924679487179487
3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3.7,0.07115384615384615
3226,Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,2.5,0.04320328542094456
3230,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,4.5,0.07115384615384615
3238,Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.65,0.06582109479305741
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.65,0.05909455128205128
3243,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,0.05929487179487179
3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.31,0.0683375104427736
3253,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.94,0.07384230287859825
3255,Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.9,0.06942355889724311
3257,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,6.75,0.07983565107458912
3258,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.1,0.06582109479305741
3262,Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,0.05929487179487179
3263,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,1.2,0.05929487179487179
3267,Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.45,0.06582109479305741
3269,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.38,0.05924679487179487
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9,0.07091346153846154
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29,0.06942355889724311
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6.0,0.05921228304405875
3280,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.94,0.05929487179487179
3282,Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4,0.06670838548185232
3283,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.17,0.05929487179487179
3286,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.59,0.07115384615384615
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5.65,0.06608811748998665
3302,Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.95,0.059422110552763814
3307,Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.1,0.04916422287390029
3311,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.25,0.06483103879849812
3320,Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.21,0.06591478696741855
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.25,0.07091346153846154
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.1,0.05997329773030708
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.7,0.0625
3330,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5.95,0.06570713391739674
3331,Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.4,0.060149572649572644
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.85,0.04914956011730206
3336,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.0,0.06591478696741855
3340,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.25,0.05929487179487179
3342,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.0,0.07384230287859825
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,4.45,0.06818637274549098
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.4,0.06446991404011461
3346,Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.33,0.06483103879849812
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25,0.06446991404011461
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,0.06446991404011461
3352,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0,0.06670838548185232
3357,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.2,0.07984829329962073
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.5,0.06717434869739479
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.0,0.06361031518624642
3364,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75,0.06591478696741855
3366,Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.15,0.06582109479305741
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4,0.06723446893787574
3375,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.35,0.06582109479305741
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,4.25,0.05735797399041752
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.61,0.07091346153846154
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,9.25,0.06606141522029373
3391,Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55,0.06591478696741855
3402,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.99,0.06446991404011461
3411,Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.11,0.059422110552763814
3414,Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2,0.06591478696741855
3415,Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.63,0.05929487179487179
3416,Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.0,0.06781326781326781
3417,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,9.25,0.09523809523809523
3418,Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,1.2,0.050143266475644696
3419,Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.15,0.059422110552763814
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.05,0.06163469557964971
3423,Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.95,0.0683375104427736
3424,Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75,0.05804243668720054
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.15,0.07091346153846154
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,4.11,0.06358166189111748
3438,Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,0.06582109479305741
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.34,0.05997329773030708
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,4.25,0.059078771695594126
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.27,0.05997329773030708
3456,Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.25,0.06582109479305741
3459,Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,0.06591478696741855
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,8.99,0.07091346153846154
3464,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.5,0.059214743589743594
3467,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.6,0.05735797399041752
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.55,0.05997329773030708
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.3,0.07242990654205607
3478,Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,6.95,0.07979772439949431
3485,Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.55,0.06153846153846154
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.5,0.07984829329962073
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.4,1120.0,71.01,5.0,4.95,0.06340178571428572
3498,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,0.05929487179487179
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21.26,0.09523809523809523
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,6.0,0.06356017191977077
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.01,0.059422110552763814
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,9.18,0.06356017191977077
3524,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.1,0.05929487179487179
3525,Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.5,0.06582109479305741
3527,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,5.55,0.06353868194842408
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.75,0.05927903871829105
3550,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.0,0.06582109479305741
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95,0.062369308600337264
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.99,0.07091346153846154
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,0.06608811748998665
3577,Hyundai Elantra CRDi SX AT,Delhi,2013,71000,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,6.8,0.0797724399494311
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5.74,0.06942355889724311
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0,0.09523809523809523
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.9,0.05909455128205128
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.22,0.07247828991315965
3588,Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.8,0.06781326781326781
3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.71,0.0625
3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0,0.0683876357560568
3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95,0.06591478696741855
3603,Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,0.06670838548185232
3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,0.059422110552763814
3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,9.9,0.06353868194842408
3613,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.75,0.07384230287859825
3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.96,0.05929487179487179
3618,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.99,0.0625
3620,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.0,0.06476846057571965
3625,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,4.1,0.06353868194842408
3629,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.6,0.0797724399494311
3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9.5,0.05997329773030708
3634,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,0.06608811748998665
3641,Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,0.06670838548185232
3646,Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95,0.05929487179487179
3647,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.49,0.062369308600337264
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,6.99,0.07091346153846154
3653,Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.54,0.06942355889724311
3654,Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,0.05924679487179487
3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.4,0.06339285714285714
3663,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.5,0.06339285714285714
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5,0.05997329773030708
3668,Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45,0.06591478696741855
3671,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.25,0.06483103879849812
3675,Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9,0.05929487179487179
3676,Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.41,0.06942355889724311
3681,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498.0,88.73,5.0,5.7,0.05923230974632844
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89,1197.0,81.8,5.0,5.5,0.0683375104427736
3683,Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.9,0.05929487179487179
3690,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.4,0.06483103879849812
3693,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,4.5,0.06339285714285714
3694,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4,0.06582109479305741
3696,Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5.0,3.5,0.07426420260095824
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,16.5,0.09523809523809523
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,29.95,0.09523809523809523
3711,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.5,0.05929487179487179
3718,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.75,0.06163469557964971
3723,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.45,0.059422110552763814
3725,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.0,0.05929487179487179
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.25,0.07091346153846154
3729,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.45,0.06446991404011461
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.25,0.06717434869739479
3735,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,14.2,0.09523809523809523
3744,Maruti Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.36,0.059422110552763814
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.39,0.07091346153846154
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0,0.07091346153846154
3753,Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.61,0.0625
3755,Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4.05,0.0625
3757,Toyota Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364.0,67.1,5.0,5.6,0.04919354838709677
3758,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.35,0.06356017191977077
3759,Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.25,0.06723446893787574
3761,Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,0.06717434869739479
3767,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.43,0.06392961876832845
3769,Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.5,0.0742299794661191
3771,Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,6.95,0.10020040080160321
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18,0.07062243502051983
3776,Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.5,0.07984829329962073
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,4.11,0.0683375104427736
3781,Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.27,0.04916422287390029
3785,Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.38,1396.0,88.7,5.0,10.17,0.06353868194842408
3786,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4.5,0.05929487179487179
3787,Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.9,1582.0,126.2,5.0,14.28,0.0797724399494311
3789,Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.9,0.07091346153846154
3790,Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.3,0.06781326781326781
3792,Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,0.06781326781326781
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248.0,88.7,5.0,5.85,0.07107371794871795
3798,Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.32,0.10020040080160321
3801,Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45,0.06591478696741855
3804,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.45,0.06358166189111748
3820,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.15,0.06723446893787574
3822,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.5,0.06717434869739479
3823,Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4,1248.0,92.0,5.0,5.85,0.07371794871794872
3825,Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64,1461.0,84.8,5.0,6.0,0.05804243668720054
3837,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0,0.06717434869739479
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.0,0.07091346153846154
3840,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.65,0.05929487179487179
3850,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.85,0.059214743589743594
3852,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11.5,0.09523809523809523
3858,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.35,0.0663510560815732
3865,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.5,0.05997329773030708
3868,Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.65,0.06756756756756757
3871,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25,0.05929487179487179
3873,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3,0.06717434869739479
